session_id,push_id,datetime_utc,unix_ms,elapsed_s,temp_c,humidity_pct,pressure_hpa,gas_ohm
19200530-065424,-OrRNPKuSHpJSA3TBuAc,2026-04-30 03:14:40+00:00,1777518880000,120,25.85103,38.36006,1009.13,30980
19200530-065424,-OrRNRnIoFQB8mWqGnGP,2026-04-30 03:14:50+00:00,1777518890000,130,25.84754,38.23362,1009.13,31924
19200530-065424,-OrRNY8Tojyc1O1WElGx,2026-04-30 03:15:00+00:00,1777518900000,140,25.84533,38.74404,1009.13,32443
19200530-065424,-OrRNYHQb_6uN6EC8xVj,2026-04-30 03:15:16+00:00,1777518916000,157,25.84184,38.8644,1009.13,30866
19200530-065424,-OrRN_jcnMfzxsk0blft,2026-04-30 03:15:26+00:00,1777518926000,167,25.83994,38.46212,1009.13,32468
19200530-065424,-OrRNcEHjPuIaetDiXZs,2026-04-30 03:15:36+00:00,1777518936000,177,25.83994,38.39903,1009.14001,33668
19200530-065424,-OrRNfigPdoDD7JfPI8n,2026-04-30 03:15:46+00:00,1777518946000,187,25.84089,39.18093,1009.14001,34442
19200530-065424,-OrRNh36hH3csJFZQwx4,2026-04-30 03:15:56+00:00,1777518956000,197,25.84342,38.53135,1009.14001,35432
19200530-065424,-OrRNjVEwFmAXtZ46Cle,2026-04-30 03:16:06+00:00,1777518966000,207,25.84564,38.21051,1009.14001,35980
19200530-065424,-OrRNlwXkiEVzbGpN2Rl,2026-04-30 03:16:16+00:00,1777518976000,217,25.84976,38.41727,1009.15002,35372
19200530-065424,-OrRNoNGU-iivxkeaHl4,2026-04-30 03:16:26+00:00,1777518986000,227,25.85293,40.18226,1009.15002,35734
19200530-065424,-OrRNqp0PfwlSQwrV1I4,2026-04-30 03:16:36+00:00,1777518996000,237,25.85832,39.37307,1009.15997,36898
19200530-065424,-OrRNtGQGjA-y4_5cjOV,2026-04-30 03:16:46+00:00,1777519006000,247,25.86561,40.08509,1009.15997,36449
19200530-065424,-OrRNvhoUydLRfdmgevX,2026-04-30 03:16:56+00:00,1777519016000,257,25.87068,39.63424,1009.15997,37865
19200530-065424,-OrRNy8SF4y7UMmqPF8u,2026-04-30 03:17:06+00:00,1777519026000,267,25.87195,38.73536,1009.15997,38350
19200530-065424,-OrRO-aF1AfKR8OjTB6n,2026-04-30 03:17:16+00:00,1777519036000,277,25.87131,38.58594,1009.15997,38847
19200530-065424,-OrRO21rbQgnyTH7Pl6S,2026-04-30 03:17:26+00:00,1777519046000,287,25.87163,38.27051,1009.15997,39432
19200530-065424,-OrRO4Uc8kQbB_Mj7H4m,2026-04-30 03:17:36+00:00,1777519056000,297,25.87005,38.17296,1009.15997,39769
19200530-065424,-OrRO6v0Bo5gCDgbCijT,2026-04-30 03:17:46+00:00,1777519066000,307,25.8767,38.81634,1009.15997,39920
19200530-065424,-OrRO9LwqI6GJkmuGOlL,2026-04-30 03:17:56+00:00,1777519076000,317,25.88843,39.34744,1009.15997,39882
19200530-065424,-OrROBmupTpu1I0MXVWN,2026-04-30 03:18:06+00:00,1777519086000,327,25.90364,39.47604,1009.15997,40266
19200530-065424,-OrROEEeVaKDKtpwmjhS,2026-04-30 03:18:16+00:00,1777519096000,337,25.9141,38.48138,1009.15997,40775
19200530-065424,-OrROGfbg0Knip1VStGC,2026-04-30 03:18:26+00:00,1777519106000,347,25.92044,38.66578,1009.15997,40974
19200530-065424,-OrROJ7i6W4tK4lnlp-j,2026-04-30 03:18:36+00:00,1777519116000,357,25.93249,38.66704,1009.16998,40617
19200530-065424,-OrROLZ_77Yljifa9aJX,2026-04-30 03:18:46+00:00,1777519126000,367,25.94358,39.42258,1009.16998,41135
19200530-065424,-OrROP4OgoDwnKcbsjgr,2026-04-30 03:18:56+00:00,1777519136000,377,25.95214,39.70659,1009.16998,41297
